Day_of_the_year,Latitude,Longitude,Month,Year,Max_Temperature,Avg_Temperature,Min_Temperature,GDD,Peak_Bloom_Day,Days to go for Peak Bloom
13,35.012,135.6761,1,2014,45,39.6,36,7.6,94,82
14,35.012,135.6761,1,2014,45,38.3,28,6.3,94,81
15,35.012,135.6761,1,2014,50,42.4,32,10.4,94,80
16,35.012,135.6761,1,2014,48,42.4,30,10.4,94,79
17,35.012,135.6761,1,2014,46,41.9,34,9.9,94,78
18,35.012,135.6761,1,2014,46,41,32,9,94,77
19,35.012,135.6761,1,2014,41,35.7,32,3.7,94,76
20,35.012,135.6761,1,2014,45,38.4,27,6.4,94,75
21,35.012,135.6761,1,2014,48,41.4,36,9.4,94,74
22,35.012,135.6761,1,2014,43,39.3,34,7.3,94,73
23,35.012,135.6761,1,2014,50,42.3,34,10.3,94,72
24,35.012,135.6761,1,2014,54,43.4,27,11.4,94,71
25,35.012,135.6761,1,2014,57,48.4,34,16.4,94,70
26,35.012,135.6761,1,2014,50,44.7,37,12.7,94,69
27,35.012,135.6761,1,2014,46,40.9,36,8.9,94,68
28,35.012,135.6761,1,2014,52,43.7,30,11.7,94,67
29,35.012,135.6761,1,2014,54,46.5,37,14.5,94,66
30,35.012,135.6761,1,2014,50,45.4,37,13.4,94,65
31,35.012,135.6761,1,2014,55,50,43,18,94,64
32,35.012,135.6761,2,2014,59,48.3,32,16.3,94,63
33,35.012,135.6761,2,2014,61,54.5,50,22.5,94,62
34,35.012,135.6761,2,2014,61,55.3,45,23.3,94,61
35,35.012,135.6761,2,2014,45,41.7,36,9.7,94,60
36,35.012,135.6761,2,2014,41,36,32,4,94,59
37,35.012,135.6761,2,2014,37,34.9,28,2.9,94,58
38,35.012,135.6761,2,2014,43,38.6,34,6.6,94,57
39,35.012,135.6761,2,2014,41,38.4,36,6.4,94,56
40,35.012,135.6761,2,2014,48,42.4,36,10.4,94,55
41,35.012,135.6761,2,2014,43,38.9,34,6.9,94,54
42,35.012,135.6761,2,2014,43,38.1,34,6.1,94,53
43,35.012,135.6761,2,2014,48,41.9,34,9.9,94,52
44,35.012,135.6761,2,2014,45,40.6,34,8.6,94,51
45,35.012,135.6761,2,2014,41,34.1,0,2.1,94,50
46,35.012,135.6761,2,2014,46,42.9,39,10.9,94,49
47,35.012,135.6761,2,2014,50,44.8,37,12.8,94,48
48,35.012,135.6761,2,2014,52,42.6,30,10.6,94,47
49,35.012,135.6761,2,2014,41,38.4,36,6.4,94,46
50,35.012,135.6761,2,2014,43,39.6,37,7.6,94,45
51,35.012,135.6761,2,2014,48,41.1,32,9.1,94,44
52,35.012,135.6761,2,2014,48,39.8,30,7.8,94,43
53,35.012,135.6761,2,2014,46,40.6,30,8.6,94,42
54,35.012,135.6761,2,2014,52,41.6,28,9.6,94,41
55,35.012,135.6761,2,2014,52,43.2,30,11.2,94,40
56,35.012,135.6761,2,2014,55,47.4,36,15.4,94,39
57,35.012,135.6761,2,2014,59,50.2,36,18.2,94,38
58,35.012,135.6761,2,2014,57,53.7,50,21.7,94,37
59,35.012,135.6761,2,2014,61,55.3,52,23.3,94,36
1,35.012,135.6761,1,2015,41,34.5,32,2.5,93,93
2,35.012,135.6761,1,2015,43,36,28,4,93,92
3,35.012,135.6761,1,2015,46,38.5,28,6.5,93,91
4,35.012,135.6761,1,2015,52,43.3,34,11.3,93,90
5,35.012,135.6761,1,2015,54,46.8,36,14.8,93,89
6,35.012,135.6761,1,2015,54,47.6,45,15.6,93,88
7,35.012,135.6761,1,2015,48,42.4,37,10.4,93,87
8,35.012,135.6761,1,2015,45,40.8,37,8.8,93,86
9,35.012,135.6761,1,2015,46,41.4,36,9.4,93,85
10,35.012,135.6761,1,2015,48,42.9,37,10.9,93,84
11,35.012,135.6761,1,2015,52,41.4,32,9.4,93,83
12,35.012,135.6761,1,2015,45,40.1,34,8.1,93,82
13,35.012,135.6761,1,2015,46,42.9,39,10.9,93,81
14,35.012,135.6761,1,2015,46,41.3,32,9.3,93,80
15,35.012,135.6761,1,2015,48,44.9,43,12.9,93,79
16,35.012,135.6761,1,2015,48,45.8,43,13.8,93,78
17,35.012,135.6761,1,2015,46,41.6,37,9.6,93,77
18,35.012,135.6761,1,2015,46,41.3,32,9.3,93,76
19,35.012,135.6761,1,2015,52,45.3,37,13.3,93,75
20,35.012,135.6761,1,2015,50,43.9,39,11.9,93,74
21,35.012,135.6761,1,2015,50,42.9,32,10.9,93,73
22,35.012,135.6761,1,2015,50,48.2,46,16.2,93,72
23,35.012,135.6761,1,2015,46,43.1,39,11.1,93,71
24,35.012,135.6761,1,2015,50,43.3,34,11.3,93,70
25,35.012,135.6761,1,2015,52,45.6,36,13.6,93,69
26,35.012,135.6761,1,2015,52,47.4,39,15.4,93,68
27,35.012,135.6761,1,2015,59,50.8,43,18.8,93,67
28,35.012,135.6761,1,2015,43,38.7,34,6.7,93,66
29,35.012,135.6761,1,2015,41,37.8,30,5.8,93,65
30,35.012,135.6761,1,2015,45,41.4,37,9.4,93,64
31,35.012,135.6761,1,2015,43,38.7,36,6.7,93,63
32,35.012,135.6761,2,2015,43,38.4,32,6.4,93,62
33,35.012,135.6761,2,2015,43,39.9,36,7.9,93,61
34,35.012,135.6761,2,2015,45,42.8,39,10.8,93,60
35,35.012,135.6761,2,2015,48,43.6,34,11.6,93,59
37,35.012,135.6761,2,2015,48,42.3,37,10.3,93,57
38,35.012,135.6761,2,2015,50,42.6,28,10.6,93,56
39,35.012,135.6761,2,2015,54,44.1,37,12.1,93,55
42,35.012,135.6761,2,2015,54,47.1,39,15.1,93,52
44,35.012,135.6761,2,2015,43,37.6,34,5.6,93,50
46,35.012,135.6761,2,2015,50,42.1,32,10.1,93,48
47,35.012,135.6761,2,2015,52,44.3,32,12.3,93,47
48,35.012,135.6761,2,2015,50,45.8,41,13.8,93,46
49,35.012,135.6761,2,2015,50,45.1,41,13.1,93,45
50,35.012,135.6761,2,2015,48,44.7,39,12.7,93,44
51,35.012,135.6761,2,2015,46,42.9,36,10.9,93,43
52,35.012,135.6761,2,2015,55,45.6,28,13.6,93,42
54,35.012,135.6761,2,2015,57,54,50,22,93,40
55,35.012,135.6761,2,2015,55,49.8,43,17.8,93,39
56,35.012,135.6761,2,2015,55,49.4,39,17.4,93,38
57,35.012,135.6761,2,2015,50,48.3,45,16.3,93,37
59,35.012,135.6761,2,2015,52,45.3,37,13.3,93,35
1,35.012,135.6761,1,2016,52,44.5,36,12.5,95,95
3,35.012,135.6761,1,2016,59,51.2,41,19.2,95,93
5,35.012,135.6761,1,2016,54,48.4,41,16.4,95,91
6,35.012,135.6761,1,2016,55,49.4,43,17.4,95,90
8,35.012,135.6761,1,2016,52,45.1,36,13.1,95,88
9,35.012,135.6761,1,2016,52,45,36,13,95,87
11,35.012,135.6761,1,2016,52,46.1,37,14.1,95,85
12,35.012,135.6761,1,2016,50,44.8,41,12.8,95,84
13,35.012,135.6761,1,2016,48,42.1,34,10.1,95,83
14,35.012,135.6761,1,2016,48,41.3,32,9.3,95,82
15,35.012,135.6761,1,2016,50,43.3,34,11.3,95,81
16,35.012,135.6761,1,2016,50,42.4,30,10.4,95,80
18,35.012,135.6761,1,2016,52,48.8,45,16.8,95,78
23,35.012,135.6761,1,2016,45,40.3,34,8.3,95,73
25,35.012,135.6761,1,2016,43,35.8,25,3.8,95,71
26,35.012,135.6761,1,2016,48,39.1,25,7.1,95,70
27,35.012,135.6761,1,2016,52,45.1,36,13.1,95,69
28,35.012,135.6761,1,2016,52,45.7,32,13.7,95,68
29,35.012,135.6761,1,2016,48,46.4,45,14.4,95,67
30,35.012,135.6761,1,2016,48,46.3,45,14.3,95,66
31,35.012,135.6761,1,2016,52,46.2,39,14.2,95,65
34,35.012,135.6761,2,2016,48,41.6,32,9.6,95,62
35,35.012,135.6761,2,2016,50,42.2,28,10.2,95,61
37,35.012,135.6761,2,2016,50,43.8,36,11.8,95,59
38,35.012,135.6761,2,2016,46,40.3,36,8.3,95,58
39,35.012,135.6761,2,2016,50,41.6,28,9.6,95,57
40,35.012,135.6761,2,2016,52,46.2,39,14.2,95,56
41,35.012,135.6761,2,2016,48,42.3,34,10.3,95,55
43,35.012,135.6761,2,2016,61,51.4,36,19.4,95,53
44,35.012,135.6761,2,2016,63,56.6,52,24.6,95,52
45,35.012,135.6761,2,2016,70,62.6,55,30.6,95,51
46,35.012,135.6761,2,2016,46,43.9,39,11.9,95,50
47,35.012,135.6761,2,2016,45,40.9,32,8.9,95,49
48,35.012,135.6761,2,2016,48,43.4,39,11.4,95,48
51,35.012,135.6761,2,2016,52,47.9,46,15.9,95,45
53,35.012,135.6761,2,2016,48,42.8,34,10.8,95,43
54,35.012,135.6761,2,2016,50,46.6,41,14.6,95,42
55,35.012,135.6761,2,2016,46,41.1,37,9.1,95,41
56,35.012,135.6761,2,2016,46,41.3,32,9.3,95,40
57,35.012,135.6761,2,2016,48,42.1,32,10.1,95,39
58,35.012,135.6761,2,2016,55,46.9,32,14.9,95,38
59,35.012,135.6761,2,2016,59,50.7,36,18.7,95,37
60,35.012,135.6761,2,2016,52,47.7,39,15.7,95,36
1,35.012,135.6761,1,2017,55,46.6,36,14.6,99,99
2,35.012,135.6761,1,2017,54,46.3,34,14.3,99,98
3,35.012,135.6761,1,2017,55,48.8,37,16.8,99,97
4,35.012,135.6761,1,2017,57,47.2,36,15.2,99,96
5,35.012,135.6761,1,2017,50,45.4,41,13.4,99,95
7,35.012,135.6761,1,2017,50,43,32,11,99,93
8,35.012,135.6761,1,2017,45,44.5,43,12.5,99,92
9,35.012,135.6761,1,2017,55,48.1,43,16.1,99,91
12,35.012,135.6761,1,2017,48,43.6,36,11.6,99,88
14,35.012,135.6761,1,2017,43,36.1,30,4.1,99,86
15,35.012,135.6761,1,2017,39,33.3,27,1.3,99,85
17,35.012,135.6761,1,2017,46,39.6,30,7.6,99,83
20,35.012,135.6761,1,2017,46,41,34,9,99,80
21,35.012,135.6761,1,2017,45,40,36,8,99,79
22,35.012,135.6761,1,2017,45,40.1,32,8.1,99,78
25,35.012,135.6761,1,2017,45,38.1,30,6.1,99,75
26,35.012,135.6761,1,2017,48,39.2,27,7.2,99,74
27,35.012,135.6761,1,2017,54,45.6,30,13.6,99,73
28,35.012,135.6761,1,2017,55,45.9,34,13.9,99,72
30,35.012,135.6761,1,2017,55,49,46,17,99,70
31,35.012,135.6761,1,2017,45,39.7,34,7.7,99,69
32,35.012,135.6761,2,2017,45,38.9,30,6.9,99,68
36,35.012,135.6761,2,2017,46,43.9,41,11.9,99,64
37,35.012,135.6761,2,2017,48,44,39,12,99,63
38,35.012,135.6761,2,2017,45,39.8,34,7.8,99,62
39,35.012,135.6761,2,2017,48,42.3,34,10.3,99,61
40,35.012,135.6761,2,2017,41,37.5,36,5.5,99,60
41,35.012,135.6761,2,2017,45,39.9,36,7.9,99,59
42,35.012,135.6761,2,2017,45,37.4,30,5.4,99,58
43,35.012,135.6761,2,2017,43,38,28,6,99,57
44,35.012,135.6761,2,2017,45,40.1,32,8.1,99,56
46,35.012,135.6761,2,2017,48,42.8,36,10.8,99,54
47,35.012,135.6761,2,2017,55,45.8,30,13.8,99,53
48,35.012,135.6761,2,2017,54,49.5,43,17.5,99,52
49,35.012,135.6761,2,2017,50,45.4,39,13.4,99,51
50,35.012,135.6761,2,2017,48,43.6,34,11.6,99,50
51,35.012,135.6761,2,2017,59,51.4,43,19.4,99,49
52,35.012,135.6761,2,2017,45,40.2,36,8.2,99,48
53,35.012,135.6761,2,2017,50,43.1,30,11.1,99,47
56,35.012,135.6761,2,2017,50,44.1,32,12.1,99,44
57,35.012,135.6761,2,2017,52,46.1,36,14.1,99,43
58,35.012,135.6761,2,2017,50,44.4,39,12.4,99,42
59,35.012,135.6761,2,2017,54,44.4,32,12.4,99,41
6,35.012,135.6761,1,2018,50,42.6,36,10.6,89,84
7,35.012,135.6761,1,2018,48,41.9,30,9.9,89,83
8,35.012,135.6761,1,2018,50,45.7,39,13.7,89,82
9,35.012,135.6761,1,2018,52,46.9,41,14.9,89,81
11,35.012,135.6761,1,2018,39,35.9,32,3.9,89,79
12,35.012,135.6761,1,2018,41,36.5,28,4.5,89,78
14,35.012,135.6761,1,2018,43,37.5,27,5.5,89,76
16,35.012,135.6761,1,2018,57,47.8,34,15.8,89,74
17,35.012,135.6761,1,2018,57,53.5,48,21.5,89,73
19,35.012,135.6761,1,2018,54,47.4,41,15.4,89,71
20,35.012,135.6761,1,2018,55,45.9,36,13.9,89,70
21,35.012,135.6761,1,2018,54,45.1,34,13.1,89,69
22,35.012,135.6761,1,2018,43,38.6,36,6.6,89,68
23,35.012,135.6761,1,2018,48,39.8,0,7.8,89,67
28,35.012,135.6761,1,2018,39,34.7,27,2.7,89,62
29,35.012,135.6761,1,2018,46,40.3,32,8.3,89,61
30,35.012,135.6761,1,2018,45,37.2,28,5.2,89,60
31,35.012,135.6761,1,2018,45,39.2,30,7.2,89,59
36,35.012,135.6761,2,2018,41,36,30,4,89,54
39,35.012,135.6761,2,2018,45,37.9,27,5.9,89,51
40,35.012,135.6761,2,2018,48,39.4,25,7.4,89,50
41,35.012,135.6761,2,2018,43,41.8,37,9.8,89,49
42,35.012,135.6761,2,2018,46,42.2,36,10.2,89,48
43,35.012,135.6761,2,2018,41,36.4,28,4.4,89,47
44,35.012,135.6761,2,2018,43,38.6,32,6.6,89,46
45,35.012,135.6761,2,2018,48,40.8,27,8.8,89,45
47,35.012,135.6761,2,2018,52,44,32,12,89,43
49,35.012,135.6761,2,2018,48,40,32,8,89,41
51,35.012,135.6761,2,2018,52,45,34,13,89,39
52,35.012,135.6761,2,2018,48,43.7,39,11.7,89,38
53,35.012,135.6761,2,2018,50,44.1,36,12.1,89,37
55,35.012,135.6761,2,2018,54,46.2,32,14.2,89,35
56,35.012,135.6761,2,2018,50,46,39,14,89,34
57,35.012,135.6761,2,2018,55,48.9,39,16.9,89,33
58,35.012,135.6761,2,2018,57,48.3,36,16.3,89,32
6,35.012,135.6761,1,2019,46,42.6,39,10.6,95,90
9,35.012,135.6761,1,2019,45,41,37,9,95,87
11,35.012,135.6761,1,2019,54,46.4,36,14.4,95,85
13,35.012,135.6761,1,2019,54,44.6,32,12.6,95,83
14,35.012,135.6761,1,2019,54,44.9,32,12.9,95,82
15,35.012,135.6761,1,2019,46,41.7,32,9.7,95,81
18,35.012,135.6761,1,2019,46,42.9,39,10.9,95,78
22,35.012,135.6761,1,2019,54,44.4,37,12.4,95,74
23,35.012,135.6761,1,2019,54,45.8,32,13.8,95,73
24,35.012,135.6761,1,2019,48,42.9,39,10.9,95,72
27,35.012,135.6761,1,2019,48,40.9,36,8.9,95,69
30,35.012,135.6761,1,2019,50,42.3,30,10.3,95,66
31,35.012,135.6761,1,2019,45,42.8,41,10.8,95,65
34,35.012,135.6761,2,2019,52,44.6,34,12.6,95,62
35,35.012,135.6761,2,2019,57,52.5,46,20.5,95,61
36,35.012,135.6761,2,2019,55,47.1,36,15.1,95,60
37,35.012,135.6761,2,2019,55,48.1,45,16.1,95,59
38,35.012,135.6761,2,2019,55,50.4,43,18.4,95,58
39,35.012,135.6761,2,2019,46,43.3,39,11.3,95,57
40,35.012,135.6761,2,2019,45,41.3,37,9.3,95,56
41,35.012,135.6761,2,2019,45,39.7,34,7.7,95,55
42,35.012,135.6761,2,2019,41,37.8,34,5.8,95,54
43,35.012,135.6761,2,2019,50,44.1,36,12.1,95,53
45,35.012,135.6761,2,2019,45,40.4,37,8.4,95,51
46,35.012,135.6761,2,2019,45,40,30,8,95,50
48,35.012,135.6761,2,2019,46,42.4,37,10.4,95,48
49,35.012,135.6761,2,2019,54,44.8,30,12.8,95,47
51,35.012,135.6761,2,2019,61,55,50,23,95,45
52,35.012,135.6761,2,2019,50,46.3,45,14.3,95,44
53,35.012,135.6761,2,2019,54,48.8,39,16.8,95,43
55,35.012,135.6761,2,2019,57,47.7,36,15.7,95,41
57,35.012,135.6761,2,2019,57,50.3,43,18.3,95,39
58,35.012,135.6761,2,2019,55,47.7,37,15.7,95,38
59,35.012,135.6761,2,2019,54,49.4,46,17.4,95,37
1,35.012,135.6761,1,2020,50,44.1,36,12.1,92,92
3,35.012,135.6761,1,2020,55,47.9,37,15.9,92,90
4,35.012,135.6761,1,2020,54,48.8,41,16.8,92,89
5,35.012,135.6761,1,2020,48,44.1,41,12.1,92,88
6,35.012,135.6761,1,2020,52,44.8,32,12.8,92,87
7,35.012,135.6761,1,2020,48,43.8,39,11.8,92,86
9,35.012,135.6761,1,2020,55,51.3,46,19.3,92,84
10,35.012,135.6761,1,2020,55,48.6,41,16.6,92,83
12,35.012,135.6761,1,2020,50,46.8,41,14.8,92,81
13,35.012,135.6761,1,2020,54,48.8,43,16.8,92,80
14,35.012,135.6761,1,2020,50,44.6,34,12.6,92,79
15,35.012,135.6761,1,2020,50,45,41,13,92,78
16,35.012,135.6761,1,2020,50,43.6,36,11.6,92,77
17,35.012,135.6761,1,2020,50,45.3,39,13.3,92,76
18,35.012,135.6761,1,2020,54,48.6,45,16.6,92,75
19,35.012,135.6761,1,2020,52,45,34,13,92,74
20,35.012,135.6761,1,2020,54,48.8,39,16.8,92,73
21,35.012,135.6761,1,2020,50,45.2,41,13.2,92,72
22,35.012,135.6761,1,2020,52,45.5,34,13.5,92,71
23,35.012,135.6761,1,2020,54,48.8,45,16.8,92,70
24,35.012,135.6761,1,2020,57,52.6,46,20.6,92,69
25,35.012,135.6761,1,2020,52,46.6,43,14.6,92,68
26,35.012,135.6761,1,2020,55,49.3,43,17.3,92,67
27,35.012,135.6761,1,2020,50,47,45,15,92,66
28,35.012,135.6761,1,2020,63,56.6,50,24.6,92,65
29,35.012,135.6761,1,2020,57,53.1,48,21.1,92,64
30,35.012,135.6761,1,2020,55,47.3,39,15.3,92,63
31,35.012,135.6761,1,2020,48,43.8,41,11.8,92,62
32,35.012,135.6761,2,2020,50,44.4,37,12.4,92,61
33,35.012,135.6761,2,2020,54,46.4,37,14.4,92,60
34,35.012,135.6761,2,2020,55,48.2,36,16.2,92,59
35,35.012,135.6761,2,2020,52,44.8,34,12.8,92,58
36,35.012,135.6761,2,2020,52,43.9,34,11.9,92,57
37,35.012,135.6761,2,2020,41,37.9,34,5.9,92,56
38,35.012,135.6761,2,2020,45,37.5,28,5.5,92,55
39,35.012,135.6761,2,2020,50,43.9,34,11.9,92,54
40,35.012,135.6761,2,2020,43,38.9,34,6.9,92,53
41,35.012,135.6761,2,2020,48,41.4,30,9.4,92,52
42,35.012,135.6761,2,2020,54,45.3,30,13.3,92,51
43,35.012,135.6761,2,2020,59,49.5,37,17.5,92,50
44,35.012,135.6761,2,2020,64,58,52,26,92,49
45,35.012,135.6761,2,2020,57,52.9,46,20.9,92,48
46,35.012,135.6761,2,2020,55,49.7,43,17.7,92,47
47,35.012,135.6761,2,2020,61,54.8,50,22.8,92,46
48,35.012,135.6761,2,2020,50,46.8,43,14.8,92,45
49,35.012,135.6761,2,2020,46,41.9,36,9.9,92,44
50,35.012,135.6761,2,2020,50,46.1,39,14.1,92,43
51,35.012,135.6761,2,2020,55,48.6,37,16.6,92,42
52,35.012,135.6761,2,2020,59,49.8,37,17.8,92,41
53,35.012,135.6761,2,2020,55,49.4,43,17.4,92,40
54,35.012,135.6761,2,2020,54,47.7,41,15.7,92,39
55,35.012,135.6761,2,2020,55,47.3,34,15.3,92,38
56,35.012,135.6761,2,2020,55,49.8,41,17.8,92,37
57,35.012,135.6761,2,2020,54,52.3,48,20.3,92,36
58,35.012,135.6761,2,2020,48,43.6,41,11.6,92,35
59,35.012,135.6761,2,2020,50,44.9,36,12.9,92,34
60,35.012,135.6761,2,2020,48,46.1,45,14.1,92,33
1,35.012,135.6761,1,2021,45,39.4,30,7.4,85,85
2,35.012,135.6761,1,2021,48,40.9,30,8.9,85,84
3,35.012,135.6761,1,2021,48,42.9,34,10.9,85,83
4,35.012,135.6761,1,2021,50,43.3,36,11.3,85,82
5,35.012,135.6761,1,2021,46,41.9,36,9.9,85,81
6,35.012,135.6761,1,2021,48,44.1,39,12.1,85,80
7,35.012,135.6761,1,2021,45,37.7,30,5.7,85,79
8,35.012,135.6761,1,2021,36,31.8,25,0,85,78
9,35.012,135.6761,1,2021,39,33.1,23,1.1,85,77
10,35.012,135.6761,1,2021,43,36.4,27,4.4,85,76
11,35.012,135.6761,1,2021,43,36.9,27,4.9,85,75
12,35.012,135.6761,1,2021,41,37,34,5,85,74
13,35.012,135.6761,1,2021,48,40.6,30,8.6,85,73
14,35.012,135.6761,1,2021,55,45.8,32,13.8,85,72
15,35.012,135.6761,1,2021,59,48,32,16,85,71
16,35.012,135.6761,1,2021,55,47.9,37,15.9,85,70
17,35.012,135.6761,1,2021,48,43.9,39,11.9,85,69
18,35.012,135.6761,1,2021,46,40.3,30,8.3,85,68
19,35.012,135.6761,1,2021,43,38.6,36,6.6,85,67
20,35.012,135.6761,1,2021,48,41.3,36,9.3,85,66
21,35.012,135.6761,1,2021,57,44.4,30,12.4,85,65
22,35.012,135.6761,1,2021,50,47.2,45,15.2,85,64
23,35.012,135.6761,1,2021,50,47.8,46,15.8,85,63
24,35.012,135.6761,1,2021,48,47.2,45,15.2,85,62
25,35.012,135.6761,1,2021,59,51.3,45,19.3,85,61
26,35.012,135.6761,1,2021,66,53.6,37,21.6,85,60
27,35.012,135.6761,1,2021,55,52.9,50,20.9,85,59
28,35.012,135.6761,1,2021,54,46.6,39,14.6,85,58
29,35.012,135.6761,1,2021,43,38.4,34,6.4,85,57
30,35.012,135.6761,1,2021,46,40.2,28,8.2,85,56
31,35.012,135.6761,1,2021,52,45.3,37,13.3,85,55
32,35.012,135.6761,2,2021,55,46.7,34,14.7,85,54
33,35.012,135.6761,2,2021,57,50.3,41,18.3,85,53
34,35.012,135.6761,2,2021,45,41.8,37,9.8,85,52
35,35.012,135.6761,2,2021,52,42.3,32,10.3,85,51
36,35.012,135.6761,2,2021,52,44.8,34,12.8,85,50
37,35.012,135.6761,2,2021,57,50.8,41,18.8,85,49
38,35.012,135.6761,2,2021,59,49.5,37,17.5,85,48
39,35.012,135.6761,2,2021,45,42.3,37,10.3,85,47
40,35.012,135.6761,2,2021,45,40.5,32,8.5,85,46
41,35.012,135.6761,2,2021,50,44.5,34,12.5,85,45
42,35.012,135.6761,2,2021,57,49.4,37,17.4,85,44
43,35.012,135.6761,2,2021,59,50,41,18,85,43
44,35.012,135.6761,2,2021,66,56.8,43,24.8,85,42
45,35.012,135.6761,2,2021,68,58.6,45,26.6,85,41
46,35.012,135.6761,2,2021,63,57.1,54,25.1,85,40
47,35.012,135.6761,2,2021,50,46.8,43,14.8,85,39
48,35.012,135.6761,2,2021,43,38.8,34,6.8,85,38
49,35.012,135.6761,2,2021,45,36.7,28,4.7,85,37
50,35.012,135.6761,2,2021,46,41.7,36,9.7,85,36
51,35.012,135.6761,2,2021,57,50,36,18,85,35
52,35.012,135.6761,2,2021,66,56.4,39,24.4,85,34
53,35.012,135.6761,2,2021,68,57.9,41,25.9,85,33
54,35.012,135.6761,2,2021,54,49.9,43,17.9,85,32
55,35.012,135.6761,2,2021,52,44.7,36,12.7,85,31
56,35.012,135.6761,2,2021,55,45.4,32,13.4,85,30
57,35.012,135.6761,2,2021,48,45.1,41,13.1,85,29
58,35.012,135.6761,2,2021,50,44.5,41,12.5,85,28
59,35.012,135.6761,2,2021,57,50.1,36,18.1,85,27
1,35.012,135.6761,1,2022,43,38.8,34,6.8,0,0
2,35.012,135.6761,1,2022,48,40.1,28,8.1,0,0
3,35.012,135.6761,1,2022,54,45.6,36,13.6,0,0
4,35.012,135.6761,1,2022,50,43.6,34,11.6,0,0
5,35.012,135.6761,1,2022,46,41.2,37,9.2,0,0
6,35.012,135.6761,1,2022,45,40.3,37,8.3,0,0
7,35.012,135.6761,1,2022,46,42.9,39,10.9,0,0
8,35.012,135.6761,1,2022,50,42,32,10,0,0
9,35.012,135.6761,1,2022,54,45,32,13,0,0
10,35.012,135.6761,1,2022,57,49.2,41,17.2,0,0
11,35.012,135.6761,1,2022,48,43.6,41,11.6,0,0
12,35.012,135.6761,1,2022,43,38.8,34,6.8,0,0
13,35.012,135.6761,1,2022,46,41.3,36,9.3,0,0
14,35.012,135.6761,1,2022,43,37.6,30,5.6,0,0
15,35.012,135.6761,1,2022,48,41.6,36,9.6,0,0
16,35.012,135.6761,1,2022,50,42.6,30,10.6,0,0
17,35.012,135.6761,1,2022,50,44.7,36,12.7,0,0
18,35.012,135.6761,1,2022,41,38.1,36,6.1,0,0
19,35.012,135.6761,1,2022,45,39.9,32,7.9,0,0
20,35.012,135.6761,1,2022,43,39.6,32,7.6,0,0
21,35.012,135.6761,1,2022,43,37.8,30,5.8,0,0
22,35.012,135.6761,1,2022,48,41.9,36,9.9,0,0
23,35.012,135.6761,1,2022,43,38.8,34,6.8,0,0
24,35.012,135.6761,1,2022,48,44.1,41,12.1,0,0
25,35.012,135.6761,1,2022,48,41.6,32,9.6,0,0
26,35.012,135.6761,1,2022,52,44.1,32,12.1,0,0
27,35.012,135.6761,1,2022,50,45.9,41,13.9,0,0
28,35.012,135.6761,1,2022,50,43.4,32,11.4,0,0
29,35.012,135.6761,1,2022,50,43.2,34,11.2,0,0
30,35.012,135.6761,1,2022,48,43.6,36,11.6,0,0
31,35.012,135.6761,1,2022,48,41.3,34,9.3,0,0
32,35.012,135.6761,2,2022,48,41.9,30,9.9,0,0
33,35.012,135.6761,2,2022,48,42.2,34,10.2,0,0
34,35.012,135.6761,2,2022,50,43.8,37,11.8,0,0
35,35.012,135.6761,2,2022,48,42.9,32,10.9,0,0
36,35.012,135.6761,2,2022,45,39.1,34,7.1,0,0
37,35.012,135.6761,2,2022,46,38,30,6,0,0
38,35.012,135.6761,2,2022,46,40.3,30,8.3,0,0
39,35.012,135.6761,2,2022,50,43.2,37,11.2,0,0
40,35.012,135.6761,2,2022,52,44.1,34,12.1,0,0
41,35.012,135.6761,2,2022,48,43.9,39,11.9,0,0
42,35.012,135.6761,2,2022,55,45.8,32,13.8,0,0
43,35.012,135.6761,2,2022,55,45.6,32,13.6,0,0
44,35.012,135.6761,2,2022,45,40.8,36,8.8,0,0
45,35.012,135.6761,2,2022,54,47.2,41,15.2,0,0
46,35.012,135.6761,2,2022,55,45.4,32,13.4,0,0
47,35.012,135.6761,2,2022,43,40.4,37,8.4,0,0
48,35.012,135.6761,2,2022,41,36.6,30,4.6,0,0
49,35.012,135.6761,2,2022,46,40.4,32,8.4,0,0
50,35.012,135.6761,2,2022,48,41.3,32,9.3,0,0
51,35.012,135.6761,2,2022,50,43.2,37,11.2,0,0
52,35.012,135.6761,2,2022,45,38.8,32,6.8,0,0
53,35.012,135.6761,2,2022,48,41.5,32,9.5,0,0
54,35.012,135.6761,2,2022,43,38.3,30,6.3,0,0
55,35.012,135.6761,2,2022,46,39.9,30,7.9,0,0
56,35.012,135.6761,2,2022,52,42.3,28,10.3,0,0
57,35.012,135.6761,2,2022,54,45.4,32,13.4,0,0
1,35.012,135.6761,1,2023,52,44.7,34,12.7,0,0
2,35.012,135.6761,1,2023,46,43.1,39,11.1,0,0
3,35.012,135.6761,1,2023,46,42.6,37,10.6,0,0
4,35.012,135.6761,1,2023,45,39.8,36,7.8,0,0
5,35.012,135.6761,1,2023,45,39.3,32,7.3,0,0
6,35.012,135.6761,1,2023,50,43.3,34,11.3,0,0
7,35.012,135.6761,1,2023,46,41.5,37,9.5,0,0
8,35.012,135.6761,1,2023,46,41.9,34,9.9,0,0
9,35.012,135.6761,1,2023,50,44.1,37,12.1,0,0
10,35.012,135.6761,1,2023,52,43.9,32,11.9,0,0
11,35.012,135.6761,1,2023,50,42.5,37,10.5,0,0
